text,target,num_characters,num_words,num_sentences
Hows the street where the end of library walk is?,0,40,11,1
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0,209,75,4
We stopped to get ice cream and will go back after,0,40,11,1
Did you stitch his trouser,0,22,5,1
2/2 146tf150p,1,12,2,1
Hey i'm bored... So i'm thinking of u... So wat r u doing?,0,46,18,3
"Nah, Wednesday. When should I bring the mini cheetos bag over?",0,52,14,2
Nobody names their penis a girls name this story doesn't add up at all,0,57,15,1
"Aight, let me know when you're gonna be around usf",0,41,13,1
I'm not. She lip synced with shangela.,0,32,10,2
ÌÏ neva tell me how i noe... I'm not at home in da aft wat... ,0,47,18,2
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",0,117,40,1
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,1,123,26,2
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",0,125,41,6
"Haha... Sounds crazy, dunno can tahan anot...",0,39,10,2
Why are u up so early?,0,17,7,1
Ya that one is slow as poo,0,20,7,1
"\Im on gloucesterroad what are uup to later?\""""",0,40,12,1
Lol no ouch but wish i'd stayed out a bit longer,0,38,12,1
"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply",0,57,15,1
We'll join the  &lt;#&gt;  bus,0,24,12,1
Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,0,88,27,3
K.i will send in  &lt;#&gt;  min:),0,27,14,1
Would me smoking you out help us work through this difficult time,0,54,12,1
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",1,112,29,4
Yes.mum lookin strong:),0,21,5,1
"Sir Goodmorning, Once free call me.",0,30,8,1
Where are you call me.,0,18,6,1
Love it! The girls at the office may wonder why you are smiling but sore...,0,61,17,2
"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",0,66,19,1
Does uncle timi help in clearing cars,0,31,7,1
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,0,57,19,4
Ok... But bag again..,0,18,6,2
Ok lor. Msg me b4 u call.,0,19,9,2
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",1,131,37,7
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",0,241,77,6
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",1,74,16,3
Then ur physics get a-?,0,19,6,1
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",0,163,47,5
How r Ì_ going to send it to me?,0,24,10,1
Can you do online transaction?,0,26,6,1
Dear got train and seat mine lower seat,0,32,8,1
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,0,80,22,2
WHORE YOU ARE UNBELIEVABLE.,0,24,5,1
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1,129,30,3
Are you sure you don't mean \get here,0,30,9,1
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",0,124,43,7
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",1,133,35,4
Love it! I want to flood that pretty pussy with cum...,0,44,13,2
Hey are you angry with me. Reply me dr.,0,31,11,2
Short But Cute: \Be a good person,0,27,8,1
Also remember the beads don't come off. Ever.,0,38,11,2
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,0,118,29,2
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,0,151,59,5
"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",0,50,20,1
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,131,32,5
"It's ok, at least armand's still around",0,33,10,1
No da. I am happy that we sit together na,0,32,11,2
Yup song bro. No creative. Neva test quality. He said check review online.,0,62,17,4
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",0,162,69,1
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,0,74,17,2
URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,1,133,32,6
Pls dont restrict her from eating anythin she likes for the next two days.,0,61,15,1
Mm you ask him to come its enough :-),0,29,11,1
At the funeral home with Audrey and dad,0,32,8,1
"Aight, can you text me the address?",0,29,9,1
Excellent! Wish we were together right now!,0,37,9,2
Yep then is fine 7.30 or 8.30 for ice age.,0,33,11,1
Pls i wont belive god.not only jesus.,0,31,8,1
Can. Dunno wat to get 4 her...,0,24,9,2
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",0,67,20,1
How long does it take to get it.,0,25,9,1
This is my number by vivek..,0,23,7,1
74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,1,97,24,1
"sorry brah, just finished the last of my exams, what up",0,45,13,1
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",0,54,20,1
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,0,198,57,5
Just normal only here :),0,20,6,1
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",0,138,27,3
I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,0,125,37,2
Hi. I'm always online on yahoo and would like to chat with you someday,0,57,16,2
"Goodmorning,my grandfather expired..so am on leave today.",0,51,12,1
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,1,135,29,1
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,0,107,34,5
"Sure, I'll see if I can come by in a bit",0,30,13,1
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,0,70,20,3
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,0,93,40,3
Watching tv lor. Nice one then i like lor.,0,34,11,2
I'm thinking that chennai forgot to come for auction..,0,46,11,1
Then Ì_ come n pick me at 530 ar?,0,25,10,1
Early bird! Any purchases yet?,0,26,7,2
Went to pay rent. So i had to go to the bank to authorise the payment.,0,55,18,2
"Erm ‰Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",0,76,23,2
HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,0,51,18,3
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,0,61,13,1
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",0,117,35,3
Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,0,70,19,1
"Yeah that's what I thought, lemme know if anything's goin on later",0,55,16,1
Mmmm.... I cant wait to lick it!,0,26,9,2
Pls go there today  &lt;#&gt; . I dont want any excuses,0,44,17,2
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,0,48,12,2
U in town alone?,0,13,5,1
I to am looking forward to all the sex cuddling.. Only two more sleeps ,0,57,15,1
We have all rounder:)so not required:),0,33,11,1
"No, its true..k,Do u knw dis no. &lt;#&gt; ?",0,36,21,2
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",0,64,20,1
oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,0,120,35,2
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,1,127,31,3
I'm ok. Will do my part tomorrow,0,26,8,1
"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",0,66,24,3
R u still working now?,0,18,6,1
"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1,114,30,1
Yep. I do like the pink furniture tho.,0,31,10,2
Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,1,104,20,3
"Customer place, i wil cal u sir.",0,26,9,1
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50",1,86,27,3
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),0,165,43,2
"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",0,87,24,2
"Theoretically yeah, he could be able to come",0,37,9,1
"Alright we're hooked up, where you guys at",0,35,10,1
"not that I know of, most people up here are still out of town",0,48,15,1
No let me do the math. Your not good at it.,0,33,13,2
Oh ok wait 4 me there... My lect havent finish,0,37,11,1
Yeah my usual guy's out of town but there're definitely people around I know,0,63,16,1
I am joining today formally.Pls keep praying.will talk later.,0,53,10,1
"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-).""",0,62,23,1
No. Did you multimedia message them or e-mail?,0,39,10,2
Okie but i scared u say i fat... Then u dun wan me already...,0,48,16,1
did u get that message,0,18,5,1
"Sorry sir, i will call you tomorrow.  senthil.hsbc",0,42,10,2
What you need. You have a person to give na.,0,35,12,2
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,0,210,54,3
Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,0,121,43,5
"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight""",0,77,29,1
A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,1,84,18,2
Like a personal sized or what,0,24,6,1
"Same, I'm at my great aunts anniversary party in tarpon springs",0,53,13,1
Cab is available.they pick up and drop at door steps.,0,44,11,1
ok....take care.umma to you too...,0,30,8,1
Unlimited texts. Limited minutes.,0,30,6,2
"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",1,130,25,3
No problem. We will be spending a lot of quality time together...,0,54,14,2
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,1,128,27,4
Have you heard from this week?,0,25,7,1
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,128,30,3
Yes. Last  practice,0,16,4,2
tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1,99,26,3
No. Thank you. You've been wonderful,0,31,9,3
ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... ,0,51,16,2
That depends. How would you like to be treated? :),0,41,13,3
"Right on brah, see you later",0,23,7,1
Waiting in e car 4 my mum lor. U leh? Reach home already?,0,45,16,3
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,1,111,20,2
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,1,122,28,5
Went fast asleep dear.take care.,0,28,6,1
No that just means you have a fat head,0,30,9,1
Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,0,71,20,3
Serious? What like proper tongued her,0,32,7,2
She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,0,94,25,3
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,0,63,21,2
Yeah whatever lol,0,15,3,1
Ard 530 lor. I ok then message Ì_ lor.,0,30,11,2
Ok. C u then.,0,10,5,1
Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,0,68,23,2
No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...,0,51,16,1
I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,0,166,54,5
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk,1,131,36,7
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",0,63,21,2
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,0,96,30,3
How? Izzit still raining?,0,22,6,2
As if i wasn't having enough trouble sleeping.,0,39,10,1
I havent add Ì_ yet right.. ,0,22,7,1
Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,0,103,27,2
Babe ? I lost you ... Will you try rebooting ?,0,36,11,2
Yes. Nigh you cant aha.,0,19,7,2
I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,0,66,22,2
Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,0,60,17,2
Sos! Any amount i can get pls.,0,24,9,2
"Playin space poker, u?",0,19,6,1
How come guoyang go n tell her? Then u told her?,0,38,13,2
You need to get up. Now.,0,19,8,2
They r giving a second chance to rahul dengra.,0,38,10,1
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",0,69,21,2
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,0,132,29,2
Y Ì_ wan to go there? C doctor?,0,24,10,2
Does daddy have a bb now.,0,20,7,1
"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",1,86,21,1
She's borderline but yeah whatever.,0,31,7,1
"Until 545 lor... Ya, can go 4 dinner together...",0,40,12,2
I will be gentle princess! We will make sweet gentle love...,0,50,13,2
How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,0,74,26,4
"Sorry, went to bed early, nightnight",0,31,8,1
I like to think there's always the possibility of being in a pub later.,0,58,16,1
HMM yeah if your not too grooved out! And im looking forward to my pound special :),0,67,19,2
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,0,120,39,4
Hi dude hw r u da realy mising u today,0,29,10,1
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,0,64,20,2
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,1,93,28,4
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,0,75,27,4
I knew it... U slept v late yest? Wake up so late...,0,41,15,2
Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,0,68,20,2
Where is that one day training:-),0,28,9,1
So i could kiss and feel you next to me...,0,33,11,1
Have a nice day my dear.,0,19,7,1
I sent lanre fakeye's Eckankar details to the mail box,0,45,11,1
Your dad is back in ph?,0,18,7,1
"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",1,116,31,6
If you ask her or she say any please message.,0,36,11,1
"If e timing can, then i go w u lor...",0,28,12,1
I was just callin to say hi. Take care bruv!,0,35,12,2
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,1,111,28,4
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,0,59,23,2
Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,0,164,46,5
"That's the trouble with classes that go well - you're due a dodgey one ‰Û_ Expecting mine tomo! See you for recovery, same time, same place ",0,114,31,2
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,1,123,26,2
WOT U UP 2 J?,0,9,6,1
"Night night, see you tomorrow",0,25,6,1
Roger that. We‰Û÷re probably going to rem in about 20,0,44,11,2
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,0,115,21,1
I wish u were here. I feel so alone,0,27,10,2
Reason is if the team budget is available at last they buy the unsold players for at base rate..,0,78,20,1
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,0,60,18,4
ringtoneking 84484,1,17,2,1
Huh i cant thk of more oredi how many pages do we have?,0,43,14,1
His frens go then he in lor. Not alone wif my mum n sis lor.,0,46,17,2
Nationwide auto centre (or something like that) on Newport road. I liked them there,0,70,17,2
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",0,88,27,2
"Whatever, juliana. Do whatever you want.",0,35,9,2
Ringtone Club: Gr8 new polys direct to your mobile every week !,1,52,13,1
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",0,83,27,5
Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,0,104,34,4
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1,116,42,1
"Dizzamn, aight I'll ask my suitemates when I get back",0,44,12,1
"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",0,59,15,3
I love to cuddle! I want to hold you in my strong arms right now...,0,53,17,2
R u in this continent?,0,18,6,1
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,0,51,19,1
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,1,83,17,4
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,1,116,28,1
K...k...when will you give treat?,0,29,10,1
"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",1,130,34,4
He's just gonna worry for nothing. And he won't give you money its no use.,0,60,20,2
Did you get any gift? This year i didnt get anything. So bad,0,48,15,3
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,0,180,44,1
", ow u dey.i paid 60,400thousad.i told  u would call . ",0,43,11,1
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,0,103,30,4
I'm reaching home in 5 min.,0,22,8,1
"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",0,129,41,3
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,0,91,25,3
Discussed with your mother ah?,0,26,6,1
"Sorry, I can't text &amp; drive coherently, see you in twenty",0,51,16,1
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,1,62,15,2
In which place i can get rooms cheap:-),0,32,11,1
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,0,84,24,2
"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",0,42,9,1
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",1,131,34,4
University of southern california.,0,31,5,1
We have to pick rayan macleran there.,0,31,8,1
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,0,70,23,3
Well. Balls. Time to make calls,0,26,8,3
Wat time Ì_ wan today?,0,18,6,1
 &lt;#&gt;  in mca. But not conform.,0,29,14,2
Oh ok.. Wat's ur email?,0,19,8,1
"Yes, princess. Are you going to make me moan?",0,37,12,2
Lol its ok I didn't remember til last nite,0,34,10,1
"[‰Û_] anyway, many good evenings to u! s",0,33,12,2
"Cool, I'll text you in a few",0,22,9,1
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",0,71,17,1
I'm very happy for you babe ! Woo hoo party on dude!,0,41,14,2
I am taking you for italian food. How about a pretty dress with no panties? :),0,63,19,3
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,0,41,18,3
YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1,132,30,2
How are you holding up?,0,19,6,1
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,0,77,18,1
Hope you are not scared!,0,20,6,1
I'm at home n ready...,0,18,7,1
What time do u get out?,0,18,7,1
I am literally in bed and have been up for like  &lt;#&gt;  hours,0,51,19,1
"Yes, my reg is  Ciao!",0,16,7,1
If You mean the website. Yes.,0,24,8,2
Win a å£1000 cash prize or a prize worth å£5000,1,38,10,1
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",1,134,25,2
Lol or I could just starve and lose a pound by the end of the day.,0,51,17,1
Yeah that's the impression I got,0,27,7,1
Ok ok take care. I can understand.,0,28,9,2
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",0,128,30,2
"Ya ok, then had dinner?",0,19,7,1
I was slept that time.you there?,0,27,7,1
dont make ne plans for nxt wknd coz she wants us to come down then ok,0,54,16,1
When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,0,149,39,6
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",0,207,68,2
Noice. Text me when you're here,0,26,8,2
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,0,48,14,1
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,1,128,30,2
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",1,136,31,5
"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",0,110,35,2
Hi dear we saw dear. We both are happy. Where you my battery is low,0,53,17,3
How are you. Its been ages. How's abj,0,30,11,3
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,0,101,33,7
Dont kick coco when he's down,0,24,7,1
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,0,78,26,1
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",1,123,28,2
TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,1,121,26,5
Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,0,62,17,2
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,0,65,22,3
I've reached home n i bathe liao... U can call me now...,0,45,15,1
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,1,91,18,3
Was the actual exam harder than NBME,0,30,7,1
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,0,68,20,4
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,1,90,27,2
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,0,77,21,1
Gam gone after outstanding innings.,0,31,6,1
O i played smash bros  &lt;#&gt;  religiously.,0,38,14,1
"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",0,219,69,7
Hurry home. Soup is DONE!,0,21,7,2
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",0,122,39,4
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,0,59,19,1
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",1,126,33,3
Lemme know when you're here,0,23,7,1
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,1,128,24,3
He needs to stop going to bed and make with the fucking dealing,0,51,13,1
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",0,117,35,4
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,1,109,27,1
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",0,119,44,2
I remain unconvinced that this isn't an elaborate test of my willpower,0,59,13,1
"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",0,135,37,3
how are you? I miss you!,0,19,8,2
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,0,70,18,1
"Hey , is * rite u put åÈ10 evey mnth is that all?",0,37,14,1
i am going to bed now prin,0,20,7,1
I think just yourself ‰Û_Thanks and see you tomo,0,40,9,1
If u dun drive then how i go 2 sch.,0,26,11,1
I not at home now lei...,0,19,7,1
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,1,142,36,6
Do u hav any frnd by name ashwini in ur college?,0,38,12,1
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,0,62,21,2
K then 2marrow are you coming to class.,0,32,9,1
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,99,25,1
Pls send me your address sir.,0,24,7,1
I want to lick your pussy now...,0,26,8,1
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",0,62,18,2
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,1,121,28,5
"I'll see, but prolly yeah",0,21,7,1
